"Date","Price","Open","High","Low","Vol.","Change %"
"11/02/2016","5,521.75","5,504.93","5,522.15","5,493.66","1.60M","0.41%"
"11/01/2016","5,499.25","5,492.03","5,499.37","5,486.57","2.85M","0.18%"
"10/31/2016","5,489.47","5,480.96","5,500.54","5,468.74","1.26M","0.19%"
"10/28/2016","5,479.30","5,478.15","5,489.03","5,469.12","1.29M","0.03%"
"10/27/2016","5,477.67","5,477.09","5,482.77","5,472.29","3.19M","0.09%"
"10/26/2016","5,472.89","5,469.70","5,473.06","5,454.65","1.15M","0.10%"
"10/25/2016","5,467.16","5,449.04","5,475.33","5,445.15","1.50M","0.30%"
"10/24/2016","5,450.70","5,428.19","5,453.93","5,428.19","628.98K","0.41%"
"10/21/2016","5,428.19","5,439.64","5,449.22","5,416.93","739.56K","0.22%"
"10/20/2016","5,416.29","5,432.24","5,438.12","5,409.91","1.07M","-0.24%"
"10/19/2016","5,429.15","5,422.99","5,431.85","5,415.45","1.13M","0.17%"
"10/18/2016","5,419.90","5,419.41","5,435.54","5,409.90","563.96K","0.08%"
"10/17/2016","5,415.70","5,421.28","5,427.84","5,404.68","661.26K","-0.09%"
"10/14/2016","5,420.43","5,410.54","5,437.91","5,400.00","1.50M","0.21%"
"10/13/2016","5,409.21","5,414.34","5,422.45","5,403.61","949.32K","-0.18%"
"10/12/2016","5,419.00","5,395.87","5,419.00","5,395.87","1.10M","0.49%"
"10/11/2016","5,392.55","5,422.66","5,422.66","5,386.39","1.49M","-0.55%"
"10/10/2016","5,422.16","5,414.98","5,424.47","5,399.32","1.31M","0.50%"
"10/07/2016","5,395.31","5,397.37","5,421.26","5,391.10","1.71M","-0.05%"
"10/06/2016","5,397.80","5,388.31","5,412.81","5,369.57","463.47K","0.20%"
"10/05/2016","5,387.09","5,373.33","5,387.09","5,360.56","965.85K","0.50%"
"10/04/2016","5,360.09","5,341.59","5,363.38","5,340.00","875.83K","0.35%"
"09/30/2016","5,341.56","5,359.27","5,369.39","5,330.83","354.53K","0.18%"
"09/29/2016","5,332.11","5,339.80","5,353.99","5,318.21","627.59K","-0.14%"
"09/28/2016","5,339.68","5,376.73","5,386.80","5,339.68","377.44K","-0.80%"
"09/27/2016","5,382.65","5,394.40","5,396.66","5,382.65","298.36K","-0.25%"
"09/26/2016","5,396.34","5,394.92","5,402.60","5,385.50","439.91K","0.01%"
"09/23/2016","5,396.03","5,384.81","5,398.45","5,371.16","770.07K","0.13%"
"09/22/2016","5,388.80","5,390.32","5,391.38","5,376.40","471.84K","0.00%"
"09/21/2016","5,388.80","5,401.18","5,402.37","5,382.36","415.75K","-0.25%"
"09/20/2016","5,402.04","5,423.93","5,426.75","5,395.86","414.28K","-0.40%"
"09/19/2016","5,423.78","5,420.84","5,436.30","5,413.37","369.30K","-0.07%"
"09/16/2016","5,427.71","5,422.16","5,429.38","5,409.49","456.32K","0.12%"
"09/15/2016","5,421.47","5,433.17","5,444.54","5,419.93","218.81K","-0.07%"
"09/09/2016","5,425.33","5,426.50","5,432.28","5,419.03","467.79K","-0.02%"
"09/08/2016","5,426.25","5,440.68","5,453.12","5,425.27","635.76K","-0.17%"
"09/07/2016","5,435.71","5,438.74","5,446.41","5,425.31","431.69K","-0.15%"
"09/06/2016","5,443.91","5,444.21","5,449.05","5,436.46","409.99K","0.01%"
"09/05/2016","5,443.57","5,433.28","5,454.15","5,432.46","370.70K","0.16%"
"09/02/2016","5,434.94","5,439.68","5,439.92","5,421.27","527.72K","0.02%"
"09/01/2016","5,433.95","5,425.78","5,434.52","5,416.41","256.04K","0.16%"
"08/31/2016","5,425.39","5,434.93","5,439.29","5,418.87","319.22K","-0.20%"
"08/30/2016","5,436.18","5,442.33","5,442.33","5,415.85","303.02K","-0.12%"
"08/29/2016","5,442.74","5,438.92","5,446.54","5,434.00","","0.12%"
"08/26/2016","5,435.95","5,423.74","5,435.95","5,408.45","","0.29%"
"08/25/2016","5,420.43","5,414.98","5,420.43","5,402.28","","0.27%"
"08/24/2016","5,405.87","5,400.55","5,405.87","5,390.24","","0.10%"
"08/23/2016","5,400.40","5,406.97","5,413.33","5,396.39","","-0.12%"
"08/22/2016","5,406.97","5,393.57","5,415.34","5,392.42","","0.38%"
"08/19/2016","5,386.30","5,373.03","5,386.30","5,360.78","","0.25%"
"08/18/2016","5,372.91","5,377.17","5,379.55","5,363.82","","-0.16%"
"08/17/2016","5,381.77","5,360.41","5,388.63","5,358.92","","0.40%"
"08/16/2016","5,360.18","5,376.49","5,376.49","5,348.58","","-0.23%"
"08/15/2016","5,372.41","5,379.82","5,392.22","5,363.57","","-0.19%"
"08/12/2016","5,382.65","5,382.36","5,391.02","5,375.44","","0.04%"
"08/11/2016","5,380.60","5,374.75","5,385.34","5,368.34","","0.08%"
"08/10/2016","5,376.42","5,386.66","5,392.34","5,368.57","","-0.26%"
"08/09/2016","5,390.29","5,381.38","5,393.89","5,373.49","","0.19%"
"08/08/2016","5,380.06","5,367.91","5,380.06","5,349.16","","0.42%"
"08/05/2016","5,357.55","5,352.22","5,368.64","5,348.70","","0.16%"
"08/04/2016","5,348.95","5,329.07","5,352.52","5,329.07","","0.36%"
"08/03/2016","5,329.83","5,338.73","5,339.04","5,314.90","","-0.16%"
"08/02/2016","5,338.43","5,344.80","5,352.70","5,326.94","","-0.08%"
"08/01/2016","5,342.74","5,360.14","5,363.51","5,327.79","","-0.27%"
"07/29/2016","5,357.35","5,350.66","5,359.04","5,343.53","","0.14%"
"07/28/2016","5,349.97","5,346.99","5,349.97","5,331.80","","0.12%"
"07/27/2016","5,343.74","5,371.87","5,371.87","5,334.60","","-0.05%"
"07/26/2016","5,346.44","5,351.28","5,355.56","5,333.55","","-0.12%"
"07/22/2016","5,352.84","5,343.71","5,364.95","5,325.39","","-0.10%"
"07/21/2016","5,358.04","5,363.04","5,364.17","5,327.30","","0.33%"
"07/20/2016","5,340.20","5,378.87","5,394.82","5,340.20","","-0.64%"
"07/19/2016","5,374.46","5,378.55","5,393.16","5,356.44","","-0.10%"
"07/18/2016","5,379.65","5,385.27","5,398.32","5,370.44","","-0.08%"
"07/15/2016","5,383.81","5,396.28","5,412.37","5,378.54","","-0.04%"
"07/14/2016","5,385.98","5,398.07","5,406.19","5,381.29","","-0.21%"
"07/13/2016","5,397.18","5,396.74","5,404.79","5,390.78","","-0.03%"
"07/12/2016","5,398.88","5,407.16","5,426.63","5,398.57","","0.16%"
"07/11/2016","5,390.34","5,351.40","5,409.75","5,351.40","","0.81%"
"07/08/2016","5,347.13","5,315.14","5,347.38","5,313.18","","0.19%"
"07/04/2016","5,336.93","5,336.50","5,348.47","5,317.87","","0.52%"
"07/01/2016","5,309.51","5,295.98","5,336.63","5,294.44","","0.37%"
"06/30/2016","5,289.98","5,294.61","5,298.80","5,276.53","","-0.20%"
"06/29/2016","5,300.72","5,300.36","5,327.98","5,295.64","","-0.19%"
"06/28/2016","5,310.74","5,329.33","5,343.43","5,295.08","","-0.35%"
"06/27/2016","5,329.26","5,326.52","5,332.62","5,307.26","","-0.37%"
"06/24/2016","5,348.96","5,384.39","5,391.91","5,348.23","","-0.79%"
"06/23/2016","5,391.50","5,411.51","5,416.22","5,386.78","","-0.42%"
"06/22/2016","5,414.15","5,425.43","5,427.41","5,402.27","","-0.15%"
"06/21/2016","5,422.08","5,419.66","5,426.80","5,410.99","","0.04%"
"06/20/2016","5,420.07","5,425.57","5,434.69","5,419.20","","-0.11%"
"06/17/2016","5,425.96","5,428.97","5,428.97","5,413.21","","-0.29%"
"06/16/2016","5,441.96","5,466.40","5,466.44","5,415.39","","-0.46%"
"06/15/2016","5,466.93","5,499.38","5,502.91","5,456.02","","-0.33%"
"06/14/2016","5,484.82","5,483.75","5,497.41","5,451.09","","0.03%"
"06/13/2016","5,483.38","5,480.50","5,494.82","5,477.54","","0.02%"
"06/10/2016","5,482.19","5,478.93","5,486.55","5,474.33","","0.05%"
"06/09/2016","5,479.29","5,476.87","5,481.98","5,464.70","","-0.08%"
"06/08/2016","5,483.88","5,527.20","5,530.09","5,483.88","","-0.85%"
"06/07/2016","5,530.97","5,548.51","5,552.85","5,530.90","","-0.30%"
"06/06/2016","5,547.62","5,552.48","5,552.48","5,537.14","","-0.07%"
"06/03/2016","5,551.23","5,552.20","5,563.20","5,527.91","","0.38%"
"06/02/2016","5,530.46","5,506.36","5,542.00","5,506.36","","0.53%"
"06/01/2016","5,501.49","5,486.85","5,525.13","5,486.85","","0.23%"
"05/31/2016","5,488.60","5,511.93","5,520.47","5,488.60","","-0.41%"
"05/30/2016","5,510.94","5,535.60","5,536.40","5,492.09","","-0.22%"
"05/27/2016","5,523.03","5,542.72","5,542.86","5,510.66","","-0.33%"
"05/26/2016","5,541.20","5,550.72","5,558.96","5,526.75","","-0.17%"
"05/25/2016","5,550.74","5,531.02","5,551.28","5,528.05","","0.39%"
"05/24/2016","5,529.03","5,528.26","5,535.31","5,513.88","","0.01%"
"05/23/2016","5,528.38","5,503.50","5,535.70","5,503.50","","0.61%"
"05/20/2016","5,495.12","5,478.50","5,511.19","5,478.50","","0.41%"
"05/19/2016","5,472.65","5,503.70","5,508.10","5,470.77","","-0.51%"
"05/18/2016","5,500.94","5,511.41","5,511.69","5,489.96","","-0.12%"
"05/17/2016","5,507.56","5,502.12","5,514.75","5,489.17","","0.08%"
"05/16/2016","5,503.10","5,501.70","5,523.64","5,481.15","","0.03%"
"05/13/2016","5,501.56","5,496.65","5,506.90","5,488.10","","0.18%"
"05/12/2016","5,491.86","5,497.51","5,499.20","5,460.87","","-0.07%"
"05/11/2016","5,495.94","5,476.13","5,505.05","5,468.47","","0.38%"
"05/10/2016","5,475.38","5,470.28","5,487.45","5,442.62","","0.09%"
"05/09/2016","5,470.28","5,440.14","5,489.40","5,440.14","","0.63%"
"05/06/2016","5,436.03","5,445.13","5,458.73","5,424.39","","-0.10%"
"05/05/2016","5,441.38","5,462.94","5,486.22","5,434.05","","-0.32%"
"05/04/2016","5,458.85","5,391.56","5,458.85","5,385.07","","1.26%"
"05/03/2016","5,390.85","5,409.41","5,416.37","5,387.52","","-0.26%"
"05/02/2016","5,404.85","5,389.88","5,411.48","5,379.16","","0.90%"
"04/29/2016","5,356.58","5,332.10","5,361.08","5,332.10","","0.46%"
"04/28/2016","5,332.06","5,352.88","5,362.46","5,326.23","","-0.04%"
"04/27/2016","5,334.07","5,331.04","5,340.13","5,320.44","","0.05%"
"04/26/2016","5,331.52","5,349.71","5,363.78","5,316.18","","-0.07%"
"04/25/2016","5,335.45","5,347.43","5,392.68","5,331.39","","-0.22%"
"04/22/2016","5,347.33","5,337.43","5,379.15","5,335.05","","0.09%"
"04/21/2016","5,342.58","5,306.74","5,342.58","5,280.40","","1.32%"
"04/20/2016","5,273.09","5,319.15","5,323.43","5,273.09","","-0.81%"
"04/19/2016","5,316.39","5,334.18","5,334.52","5,305.99","","0.14%"
"04/18/2016","5,308.85","5,346.72","5,347.85","5,298.11","","-0.73%"
"04/15/2016","5,348.10","5,375.79","5,375.79","5,334.38","","-0.46%"
"04/14/2016","5,372.85","5,398.19","5,402.01","5,365.09","","-0.43%"
"04/13/2016","5,396.30","5,388.03","5,415.80","5,380.09","","0.18%"
"04/12/2016","5,386.58","5,407.83","5,407.83","5,376.43","","-0.39%"
"04/11/2016","5,407.74","5,401.41","5,420.23","5,397.46","","0.07%"
"04/08/2016","5,403.80","5,416.62","5,421.27","5,399.28","","-0.19%"
"04/07/2016","5,413.89","5,411.76","5,416.11","5,384.22","","0.03%"
"04/06/2016","5,412.16","5,430.32","5,458.06","5,410.83","","-0.42%"
"04/05/2016","5,435.18","5,455.41","5,465.83","5,423.83","","-0.46%"
"04/04/2016","5,460.56","5,443.01","5,460.56","5,434.77","","0.39%"
"04/01/2016","5,439.16","5,420.56","5,447.40","5,413.25","","0.33%"
"03/31/2016","5,421.00","5,427.37","5,429.02","5,404.07","","-0.14%"
"03/30/2016","5,428.51","5,450.56","5,462.40","5,425.09","","-0.40%"
"03/29/2016","5,450.16","5,477.92","5,483.41","5,440.59","","-0.44%"
"03/28/2016","5,474.52","5,488.27","5,494.87","5,471.89","","-0.40%"
"03/25/2016","5,496.57","5,493.29","5,496.77","5,469.08","","0.11%"
"03/24/2016","5,490.74","5,489.47","5,490.74","5,468.47","","0.05%"
"03/23/2016","5,487.73","5,506.28","5,506.28","5,483.86","","-0.33%"
"03/22/2016","5,505.88","5,497.48","5,513.98","5,478.67","","0.06%"
"03/21/2016","5,502.49","5,484.01","5,506.66","5,478.49","","0.32%"
"03/18/2016","5,485.17","5,481.92","5,485.21","5,466.16","","0.05%"
"03/17/2016","5,482.40","5,471.68","5,485.84","5,463.52","","0.24%"
"03/16/2016","5,469.13","5,472.81","5,477.80","5,460.20","","-0.01%"
"03/15/2016","5,469.57","5,484.08","5,484.08","5,464.73","","-0.09%"
"03/14/2016","5,474.48","5,458.42","5,484.49","5,454.37","","0.31%"
"03/11/2016","5,457.71","5,429.83","5,457.71","5,421.68","","0.62%"
"03/10/2016","5,424.19","5,441.90","5,441.91","5,407.51","","-0.32%"
"03/09/2016","5,441.49","5,398.65","5,444.83","5,398.65","","0.81%"
"03/08/2016","5,397.86","5,405.94","5,428.86","5,387.55","","-0.11%"
"03/07/2016","5,403.77","5,427.67","5,432.49","5,379.56","","-0.42%"
"03/04/2016","5,426.54","5,448.95","5,448.95","5,416.31","","-0.21%"
"03/03/2016","5,437.74","5,436.20","5,453.46","5,425.50","","0.14%"
"03/02/2016","5,430.13","5,333.46","5,430.29","5,332.99","","2.14%"
"03/01/2016","5,316.47","5,287.48","5,317.16","5,283.48","","0.54%"
"02/29/2016","5,288.13","5,291.28","5,291.33","5,248.44","","0.33%"
"02/26/2016","5,270.93","5,262.77","5,293.28","5,253.52","","0.36%"
"02/25/2016","5,251.92","5,255.71","5,255.71","5,232.85","","-0.17%"
"02/24/2016","5,260.63","5,296.15","5,296.91","5,250.76","","-0.65%"
"02/23/2016","5,294.91","5,311.72","5,315.93","5,290.07","","-0.25%"
"02/22/2016","5,308.12","5,338.28","5,338.88","5,294.53","","-0.53%"
"02/19/2016","5,336.55","5,365.17","5,365.26","5,331.34","","-0.54%"
"02/18/2016","5,365.29","5,337.01","5,365.29","5,331.28","","0.60%"
"02/17/2016","5,333.26","5,341.45","5,344.18","5,306.24","","-0.05%"
"02/16/2016","5,336.16","5,300.40","5,343.32","5,298.97","","0.78%"
"02/15/2016","5,294.71","5,240.62","5,294.71","5,234.15","","1.01%"
"02/12/2016","5,241.64","5,287.26","5,288.74","5,232.78","","-0.88%"
"02/11/2016","5,288.05","5,328.57","5,330.62","5,278.58","","-0.80%"
"02/10/2016","5,330.45","5,394.12","5,394.12","5,330.45","","-1.17%"
"02/09/2016","5,393.70","5,424.47","5,429.81","5,393.15","","-0.45%"
"02/08/2016","5,418.01","5,428.93","5,428.93","5,394.61","","-0.14%"
"02/05/2016","5,425.48","5,425.68","5,428.12","5,404.03","","0.02%"
"02/04/2016","5,424.26","5,463.32","5,464.85","5,423.07","","-0.67%"
"02/03/2016","5,461.08","5,489.99","5,490.98","5,452.23","","-0.44%"
"02/02/2016","5,485.35","5,434.97","5,485.96","5,409.11","","0.93%"
"02/01/2016","5,434.66","5,417.76","5,443.17","5,387.15","","0.34%"
"01/29/2016","5,415.98","5,335.67","5,415.98","5,335.67","","1.42%"
"01/28/2016","5,340.17","5,349.04","5,364.78","5,333.11","","-0.08%"
"01/27/2016","5,344.69","5,326.69","5,344.69","5,310.69","","0.32%"
"01/26/2016","5,327.76","5,296.50","5,327.76","5,295.35","","0.56%"
"01/25/2016","5,298.11","5,248.39","5,298.11","5,226.22","","0.90%"
"01/22/2016","5,250.61","5,287.96","5,287.96","5,239.73","","-0.84%"
"01/21/2016","5,295.24","5,272.64","5,317.21","5,268.06","","0.42%"
"01/20/2016","5,273.31","5,260.11","5,274.23","5,255.63","","0.00%"
"01/19/2016","5,273.40","5,254.92","5,273.63","5,247.29","","0.02%"
"01/18/2016","5,272.13","5,291.86","5,298.35","5,264.03","","-0.54%"
"01/15/2016","5,300.64","5,313.62","5,320.86","5,285.18","","0.06%"
"01/13/2016","5,297.56","5,258.57","5,303.99","5,257.17","","1.02%"
"01/12/2016","5,244.15","5,205.72","5,244.15","5,205.72","","0.84%"
"01/11/2016","5,200.51","5,171.48","5,200.51","5,160.68","","0.68%"
"01/08/2016","5,165.50","5,168.58","5,174.57","5,146.14","","-0.12%"
"01/07/2016","5,171.78","5,176.15","5,205.22","5,156.64","","-0.08%"
"01/06/2016","5,176.11","5,148.90","5,177.09","5,142.58","","0.68%"
"01/05/2016","5,141.03","5,087.60","5,141.06","5,080.42","","1.00%"
"01/04/2016","5,089.89","5,050.10","5,089.89","5,038.91","","0.95%"
"12/31/2015","5,042.16","4,989.91","5,042.18","4,989.91","","1.05%"
"12/30/2015","4,989.91","5,021.33","5,030.76","4,983.40","","-0.29%"
"12/29/2015","5,004.26","4,983.15","5,004.26","4,962.45","","0.52%"
"12/28/2015","4,978.39","4,984.62","4,984.75","4,943.02","","0.18%"
"12/25/2015","4,969.61","4,982.22","4,988.91","4,947.88","","-0.30%"
"12/23/2015","4,984.42","4,971.38","4,984.58","4,954.36","","0.31%"
"12/22/2015","4,969.15","4,956.98","4,969.51","4,956.98","","0.28%"
"12/21/2015","4,955.05","4,973.15","4,976.42","4,949.72","","-0.29%"
"12/18/2015","4,969.59","4,944.69","4,969.64","4,942.56","","0.58%"
"12/17/2015","4,941.02","4,936.15","4,941.02","4,918.66","","0.15%"
"12/16/2015","4,933.59","4,937.57","4,946.31","4,931.22","","-0.20%"
"12/15/2015","4,943.59","4,931.58","4,943.59","4,925.25","","0.19%"
"12/14/2015","4,934.17","4,938.94","4,948.22","4,916.69","","-0.06%"
"12/11/2015","4,937.31","4,923.19","4,941.30","4,919.28","","0.24%"
"12/10/2015","4,925.63","4,920.60","4,926.39","4,907.33","","0.10%"
"12/09/2015","4,920.77","4,928.09","4,928.57","4,910.25","","-0.15%"
"12/08/2015","4,928.30","4,944.63","4,955.80","4,910.82","","-0.29%"
"12/07/2015","4,942.41","4,954.81","4,954.81","4,920.03","","-0.20%"
"12/04/2015","4,952.49","4,962.27","4,968.67","4,934.81","","-0.06%"
"12/03/2015","4,955.68","4,955.85","4,965.63","4,933.97","","0.06%"
"12/02/2015","4,952.74","4,992.54","4,996.98","4,952.74","","-0.77%"
"12/01/2015","4,991.15","4,951.57","4,992.34","4,947.90","","0.82%"
"11/30/2015","4,950.71","4,953.28","4,967.98","4,931.97","","-0.20%"
"11/27/2015","4,960.76","4,954.65","4,962.91","4,944.16","","-0.01%"
"11/26/2015","4,961.07","4,952.18","4,961.31","4,932.33","","0.13%"
"11/25/2015","4,954.52","4,956.48","4,970.31","4,944.65","","0.03%"
"11/24/2015","4,953.04","4,948.52","4,978.27","4,945.12","","0.42%"
"11/23/2015","4,932.08","4,922.44","4,942.22","4,922.44","","0.19%"
"11/20/2015","4,922.79","4,936.84","4,953.13","4,918.92","","-0.23%"
"11/19/2015","4,934.31","4,964.95","4,966.80","4,929.76","","-0.38%"
"11/18/2015","4,953.28","4,934.91","4,953.53","4,916.21","","0.33%"
"11/17/2015","4,937.07","4,911.85","4,947.48","4,899.01","","0.54%"
"11/16/2015","4,910.74","4,872.03","4,910.74","4,872.03","","0.77%"
"11/13/2015","4,873.42","4,820.70","4,874.43","4,817.20","","1.01%"
"11/12/2015","4,824.80","4,847.05","4,847.05","4,812.05","","-0.56%"
"11/11/2015","4,851.75","4,852.84","4,853.74","4,829.87","","0.00%"
"11/10/2015","4,851.62","4,901.89","4,902.17","4,848.45","","-1.24%"
"11/09/2015","4,912.73","4,994.40","4,994.40","4,905.09","","-1.68%"
"11/06/2015","4,996.83","5,035.23","5,038.69","4,975.85","","-0.76%"
"11/05/2015","5,035.34","5,059.70","5,059.70","5,023.71","","-0.46%"
"11/04/2015","5,058.60","5,094.98","5,097.46","5,041.05","","-0.73%"
"11/03/2015","5,095.96","5,106.07","5,106.07","5,086.04","","-0.18%"
"11/02/2015","5,105.34","5,122.84","5,123.15","5,088.70","","-0.16%"
"10/30/2015","5,113.30","5,136.72","5,147.75","5,110.13","","-0.45%"
"10/29/2015","5,136.51","5,174.66","5,176.78","5,131.13","","-0.29%"
"10/28/2015","5,151.43","5,147.83","5,155.94","5,138.77","","0.01%"
"10/27/2015","5,151.09","5,131.83","5,159.11","5,130.99","","0.35%"
"10/26/2015","5,133.35","5,146.38","5,162.89","5,127.47","","-0.24%"
"10/23/2015","5,145.66","5,145.46","5,163.01","5,136.23","","-0.03%"
"10/22/2015","5,146.96","5,165.49","5,170.36","5,117.15","","-0.24%"
"10/21/2015","5,159.22","5,165.06","5,171.02","5,131.83","","-0.30%"
"10/20/2015","5,174.60","5,185.01","5,197.04","5,173.49","","-0.22%"
"10/19/2015","5,186.09","5,200.29","5,206.39","5,182.96","","-0.52%"
"10/16/2015","5,212.94","5,237.85","5,237.85","5,200.00","","-0.50%"
"10/13/2015","5,238.96","5,205.96","5,238.96","5,205.96","","0.64%"
"10/12/2015","5,205.64","5,205.80","5,219.69","5,195.61","","-0.06%"
"10/09/2015","5,208.72","5,209.14","5,213.73","5,198.67","","0.04%"
"10/08/2015","5,206.67","5,205.50","5,215.87","5,193.80","","0.05%"
"10/07/2015","5,204.12","5,216.39","5,218.48","5,201.17","","-0.18%"
"10/06/2015","5,213.71","5,220.28","5,222.37","5,189.81","","-0.12%"
"10/05/2015","5,219.76","5,240.06","5,240.06","5,193.12","","-0.39%"
"10/02/2015","5,240.05","5,255.89","5,259.05","5,214.19","","-0.26%"
"10/01/2015","5,253.75","5,277.74","5,279.51","5,236.39","","-0.39%"
"09/30/2015","5,274.51","5,292.86","5,292.86","5,259.84","","-0.33%"
"09/29/2015","5,291.93","5,300.37","5,309.66","5,289.97","","-0.25%"
"09/28/2015","5,305.13","5,302.06","5,310.91","5,289.99","","0.05%"
"09/23/2015","5,302.71","5,299.73","5,310.72","5,292.63","","0.08%"
"09/22/2015","5,298.44","5,324.59","5,330.29","5,291.99","","-0.48%"
"09/21/2015","5,324.15","5,330.22","5,331.60","5,296.99","","-0.11%"
"09/18/2015","5,330.22","5,332.76","5,332.76","5,296.48","","-0.01%"
"09/17/2015","5,330.65","5,339.28","5,341.17","5,320.42","","-0.16%"
"09/16/2015","5,339.22","5,347.60","5,355.39","5,318.43","","-0.20%"
"09/15/2015","5,349.89","5,345.14","5,357.42","5,331.11","","0.24%"
"09/14/2015","5,336.88","5,336.49","5,337.02","5,317.87","","0.04%"
"09/11/2015","5,334.98","5,357.80","5,359.20","5,312.19","","-0.41%"
"09/10/2015","5,356.79","5,373.47","5,377.47","5,354.63","","-0.42%"
"09/09/2015","5,379.39","5,392.75","5,396.70","5,363.80","","-0.13%"
"09/08/2015","5,386.41","5,355.90","5,386.41","5,355.90","","0.55%"
"09/07/2015","5,356.79","5,376.59","5,376.89","5,356.79","","-0.22%"
"09/04/2015","5,368.71","5,372.66","5,393.41","5,361.35","","-0.19%"
"09/03/2015","5,378.81","5,374.23","5,378.89","5,353.36","","0.07%"
"09/02/2015","5,374.96","5,433.40","5,433.40","5,368.16","","-1.06%"
"09/01/2015","5,432.69","5,487.11","5,494.51","5,424.23","","-1.01%"
"08/31/2015","5,488.32","5,496.07","5,499.24","5,471.92","","-0.10%"
"08/28/2015","5,494.04","5,515.68","5,518.09","5,492.45","","-0.36%"
"08/27/2015","5,513.96","5,540.00","5,540.68","5,513.00","","-0.33%"
"08/26/2015","5,532.20","5,521.95","5,532.90","5,512.14","","0.20%"
"08/25/2015","5,521.28","5,550.38","5,551.35","5,518.85","","-0.56%"
"08/24/2015","5,552.39","5,548.39","5,572.02","5,538.60","","0.10%"
"08/21/2015","5,546.68","5,534.80","5,554.60","5,534.80","","0.29%"
"08/20/2015","5,530.43","5,512.96","5,542.25","5,512.96","","0.31%"
"08/19/2015","5,513.47","5,522.37","5,536.33","5,510.94","","-0.08%"
"08/18/2015","5,517.83","5,526.65","5,526.65","5,499.68","","-0.28%"
"08/17/2015","5,533.08","5,566.90","5,566.90","5,529.61","","-0.68%"
"08/14/2015","5,571.05","5,589.31","5,589.50","5,553.28","","-0.37%"
"08/12/2015","5,591.55","5,616.41","5,618.06","5,589.95","","-0.41%"
"08/11/2015","5,614.58","5,622.59","5,622.59","5,602.97","","-0.17%"
"08/10/2015","5,624.39","5,624.24","5,636.61","5,613.06","","-0.04%"
"08/07/2015","5,626.51","5,636.44","5,649.00","5,616.54","","-0.42%"
"08/06/2015","5,650.48","5,653.57","5,656.03","5,628.40","","0.11%"
"08/05/2015","5,644.35","5,630.78","5,645.19","5,618.42","","0.26%"
"08/04/2015","5,629.71","5,628.24","5,629.71","5,600.17","","-0.11%"
"08/03/2015","5,636.11","5,647.11","5,649.56","5,606.02","","0.03%"
"07/31/2015","5,634.33","5,615.66","5,640.51","5,603.35","","0.37%"
"07/30/2015","5,613.75","5,625.07","5,625.07","5,594.27","","-0.21%"
"07/29/2015","5,625.42","5,608.31","5,640.71","5,603.92","","0.26%"
"07/28/2015","5,610.94","5,616.16","5,624.02","5,602.89","","-0.15%"
"07/27/2015","5,619.29","5,645.22","5,646.22","5,607.68","","-0.49%"
"07/24/2015","5,646.90","5,656.29","5,659.54","5,622.53","","-0.11%"
"07/23/2015","5,653.29","5,663.10","5,670.28","5,622.08","","0.06%"
"07/22/2015","5,649.67","5,664.68","5,670.21","5,624.46","","-0.26%"
"07/21/2015","5,664.58","5,668.46","5,688.70","5,650.96","","-0.23%"
"07/20/2015","5,677.44","5,666.79","5,680.70","5,652.17","","0.30%"
"07/16/2015","5,660.68","5,641.25","5,660.68","5,624.96","","0.22%"
"07/15/2015","5,648.42","5,653.44","5,656.18","5,630.11","","-0.09%"
"07/14/2015","5,653.50","5,672.19","5,675.70","5,632.49","","-0.30%"
"07/13/2015","5,670.78","5,676.84","5,684.43","5,662.51","","-0.10%"
"07/10/2015","5,676.18","5,683.33","5,687.22","5,664.76","","-0.13%"
"07/09/2015","5,683.58","5,684.13","5,684.13","5,659.78","","-0.09%"
"07/08/2015","5,688.94","5,688.26","5,708.97","5,663.41","","0.05%"
"07/07/2015","5,686.07","5,705.66","5,705.66","5,669.79","","-0.37%"
"07/06/2015","5,707.10","5,713.82","5,714.81","5,673.21","","0.05%"
"07/03/2015","5,704.01","5,717.02","5,717.64","5,687.76","","-0.39%"
"07/02/2015","5,726.23","5,719.29","5,726.23","5,704.48","","0.12%"
"07/01/2015","5,719.13","5,736.44","5,739.45","5,688.87","","0.00%"
"06/30/2015","5,718.94","5,707.02","5,729.79","5,701.47","","0.27%"
"06/29/2015","5,703.66","5,732.03","5,732.03","5,688.23","","-0.97%"
"06/26/2015","5,759.27","5,763.36","5,773.48","5,746.14","","-0.06%"
"06/25/2015","5,762.81","5,762.90","5,770.96","5,755.25","","-0.13%"
"06/24/2015","5,770.32","5,757.83","5,781.38","5,754.95","","0.22%"
"06/23/2015","5,757.77","5,747.04","5,772.04","5,747.04","","0.19%"
"06/22/2015","5,746.68","5,753.25","5,760.65","5,736.58","","-0.06%"
"06/19/2015","5,750.14","5,740.63","5,757.42","5,740.63","","0.40%"
"06/18/2015","5,727.36","5,684.83","5,727.59","5,683.48","","0.73%"
"06/17/2015","5,686.04","5,667.10","5,696.41","5,654.83","","0.25%"
"06/16/2015","5,671.71","5,652.63","5,677.41","5,645.55","","0.35%"
"06/15/2015","5,651.93","5,631.52","5,655.92","5,618.54","","0.34%"
"06/12/2015","5,632.63","5,606.12","5,638.14","5,606.12","","0.49%"
"06/11/2015","5,605.17","5,630.40","5,637.17","5,600.54","","-0.43%"
"06/10/2015","5,629.52","5,620.41","5,647.37","5,620.00","","0.28%"
